id	title	words	chars	text
548350583	Art Deco	3490	21862	art deco art deco art deco art deco art deco spire build new york citi design william van alen built 1928 1930 sunburst design abov front door eastern columbia build lo angel built 1930 oil canva art deco deco influenti visual art design style first appear franc dure 1920 flourish intern dure 30 40 wane post world war ii era eclect style combin tradit craft motif machin age imageri materi style often charact rich color bold geometr shape lavish ornament deco emerg interwar period rapid industri 
18634568	ASCII art	2746	16097	ascii art ascii art ascii art ascii art oldskool amiga style newskool style block high ascii style cf ansi art ascii art version logo wikipedia ascii art graphic design techniqu use comput present consist pictur piec togeth 95 printabl total 128 charact defin ascii standard 1963 ascii compliant charact set proprietari extend charact beyond 128 charact standard 7 bit ascii term also loo use refer text base visual art gener ascii art creat ani text editor often use free form languag exampl ascii a
17310446	American English	4448	27860	american english american english american english american english english languag preval unit state darker shade blue indic higher concentr nativ english speaker correspond state american english set dialect english languag use mostli unit state approxim two third world nativ speaker english live unit state english common languag unit state though u feder govern ha offici languag english common languag use feder govern consid de facto languag unit state becau widespread use english ha given of
7584197	Albert Spalding	913	5640	albert spald albert spald albert spald albert spald albert goodwil spald septemb 2 1850 septemb 9 1915 wa american pitcher manag execut earli year profess baseb co founder g spald sport good compani biographi play baseb throughout hi youth spald first play competit rockford pioneer youth team join 1865 pitch hi team 26 2 victori local men amateur team mercantil wa approach anoth forest citi play two year autumn 1867 accept 40 per week contract nomin clerk realli play profess chicago excelsior un
17217289	Africa Alphabet	251	1459	africa alphabet africa alphabet africa alphabet africa alphabet africa alphabet also intern african alphabet iai alphabet wa develop 1928 lead diedrich westermann develop group africanist intern institut african languag cultur later iai london aim wa enabl peopl write african languag practic scientif purpo without diacrit base intern phonet alphabet littl differ j y instead conson sound valu english thi alphabet ha influenc develop orthographi mani african languag serv basi transcript 60 one cou
7304691	Acquire	1227	7174	acquir acquir acquir acquir acquir board game design sid sackson game wa origin publish 1962 3m part bookshelf game seri version theme game invest hotel chain 1990 hasbro edit hotel chain replac gener corpor though actual gameplay wa unchang game current publish hasbro avalon hill brand compani onc hotel chain object game earn money develop merg hotel chain chain player stock acquir larger chain player earn money base size acquir chain end game player liquid stock order determin player ha money 
12774492	Australian English	3530	22537	australian english australian english australian english australian english english primari languag spoken throughout australia australian english au aue auseng en au en au languag code australian english defin iso standard see iso 639 1 iso 3166 1 alpha 2 internet standard see ietf languag tag major varieti english languag use throughout australia although english ha offici statu constitut australian english australia de facto offici languag first languag major popul australian english start di
17959194	American Airlines Flight 77	3743	22747	american airlin flight 77 american airlin flight 77 american airlin flight 77 american airlin flight 77 american airlin flight 77 wa passeng flight wa hijack five al qaeda terrorist septemb 11 2001 part septemb 11 attack delib crash pentagon near washington d c kill 59 peopl board plu hijack well 125 peopl build boe 757 223 aircraft wa fli american airlin daili schedul morn transcontin servic washington dull intern airport dull virginia lo angel intern airport lo angel california less 35 nbsp mi
12023796	Ambush	1152	7303	ambush ambush ambush ambush ambush polish partisan dure januari upri ambush long establish militari tactic aggressor ambush forc take advantag conceal element surpri attack unsuspect enemi conceal posit among den underbrush behind hilltop ambush use consist throughout histori ancient modern warfar histori ancient time ambush often might involv thousand soldier larg scale mountain pass ambush appear mani time militari histori one outstand exampl ancient time battl trebia river hannib encamp withi
18525598	Abzyme	233	1545	abzym abzym abzym abzym abzym antibodi enzym also call catmab catalyt monoclon antibodi monoclon antibodi catalyt activ molecul modifi gain new catalyt activ call synzym abzym usual artifici construct also found normal human anti vasoact intestin peptid autoantibodi patient autoimmun disea system lupu erythematosu bind hydrolyz dna abzym potenti tool biotechnolog e g perform specif action dna also use hydrolysi ester rate hydrolysi wa increa 100 time enzym function lower activ energi transit sta
57980	Adaptive radiation	477	3034	adapt radiat adapt radiat adapt radiat adapt radiat four 14 finch speci found island gal pago archipelago thought evolv adapt radiat diversifi beak shape adapt differ food sourc evolutionari biolog adapt radiat process organ diversifi rapidli multitud new form particularli chang environ make new resourc avail open environ nich start recent singl ancestor thi process result speciat phenotyp adapt array speci exhibit differ morpholog physiolog trait exploit rang diverg environ adapt radiat charact
547601560	Allele	575	3703	allel allel allel allel allel one number altern form gene genet locu gener group gene altern form gene charact produc differ effect sometim differ allel result differ observ phenotyp trait differ pigment howev mani variat genet level result littl observ variat multicellular organ two set chromosom diploid chromosom refer homolog chromosom diploid organ one copi gene therefor one allel chromosom allel homozygot allel differ heterozygot popul speci organ typic includ multipl allel locu among vario
88026	Ampicillin	374	2749	ampicillin ampicillin ampicillin ampicillin ampicillin beta lactam antibiot part aminopenicillin famili roughli equiv successor amoxicillin term spectrum level activ sometim result reaction rang sever rash case patient may unwittingli mononucleosi potenti lethal allerg reaction anaphylaxi howev penicillin drug rel non toxic adver effect seriou natur encount onli rare mechan action belong penicillin group beta lactam antibiot ampicillin abl penetr gram posit gram neg bacteria differ penicillin on
203434	Antibiotic resistance	3742	25524	antibiot resist antibiot resist antibiot resist antibiot resist antibiot resist test bacteria cultur left sensit antibiot contain white paper disc bacteria cultur right resist antibiot antibiot resist form drug resist wherebi less commonli sub popul microorgan usual bacteri speci abl surviv exposur one antibiot pathogen resist multipl antibiot consid multidrug resist mdr colloqui superbug peopl develop resist antibiot antibiot resist seriou grow phenomenon contemporari medicin ha emerg one emin 
1306352	Antigen	773	5345	antigen antigen antigen antigen immunolog antigen substanc evok product one antigen bind site antibodi note also antibodi tend discrimin specif molecular structur present surfac antigen illustr figur antigen usual protein polysaccharid thi includ part coat capsul cell wall flagella fimbra toxin bacteria viru microorgan lipid nucleic acid antigen onli combin protein polysaccharid non microbi exogen non self antigen includ pollen egg white protein transplant tissu organ surfac transfu blood cell v
6569922	Al-Qaeda	9266	56929	al qaeda al qaeda al qaeda al qaeda al qaeda translat base altern spell al qaida sometim al qa ida global milit islamist organ found osama bin laden point august 1988 late 1989 origin traceabl soviet war afghanistan oper network compri multin stateless armi al qaeda global network know today wa creat wa base khartoum decemb 1991 till may 1996 coordin overt covert oper al qaeda ambit resourc increa develop decentr region structur global multin al qaeda make constitu nation ethnic group sever doze
548000995	Alessandro Volta	836	5340	alessandro volta alessandro volta alessandro volta alessandro volta alessandro giusepp antonio anastasio volta 18 februari 1745 ndash 5 march 1827 wa italian giuliano pancaldi volta scienc cultur age enlighten princeton univ press 2003 alberto gigli berzolari volta teach como pavia nuova voltiana physicist known invent batteri 1800 earli life work volta wa born como town present day northern itali near swiss border februari 18 1745 1774 becam professor physic royal school como year later improv 
87355	Andromeda (mythology)	813	5210	andromeda mytholog andromeda mytholog andromeda mytholog andromeda mytholog andromeda 1869 edward poynter greek mytholog andromeda daughter cepheu aethiopian king cassiopeia cassiopeia hubri lead boast andromeda beauti nereid poseidon send sea monster ravag aethiopia divin punish classic mytholog michael grant john hazel oxford univ press 1973 1993 p 31 isbn 0 19 521030 1 andromeda chain rock sacrif sate monster save death perseu futur husband name latin form greek androm da androm d ruler men t
13791663	Antlia	382	2399	antlia antlia antlia antlia antlia ancient greek constel southern sky name mean pump specif repr air pump constel wa creat 18th centuri undesign region sky star compri antlia faint antlia border hydra sea snake pyxi compass vela sail centauru centaur thi group constel promin southern sky late winter spring ngc 2997 spiral galaxi antlia dwarf galaxi lie within antlia border histori johann bode depict antlia antlia wa creat 1756 french astronom abb nicola loui de lacail creat fourteen constel sout
7304691	Ara (constellation)	507	2916	ara constel ara constel ara constel ara constel ara southern constel situat scorpiu triangulum austral name latin altar ara wa one 48 greek constel describ 2nd centuri astronom ptolemi remain one 88 modern constel defin intern astronom union notabl featur constel ara seen nake eye star ara contain part milki way south scorpiu thu ha rich star field ara blue white hu star magnitud 2 8 242 light year earth ara orang hu supergi magnitud 2 8 600 light year earth ara blue hu supergi magnitud 3 3 1140
86855	Arkansas	7138	44852	arkansa arkansa arkansa arkansa infobox u state name arkansa fullnam state arkansa flag flag arkansa svg flaglink flag seal seal arkansa svg map arkansa unit state svg nicknam natur state current land opportun former motto regnat populu latin mottoenglish peopl rule former arkansa territori capit littl rock officiallanguag english demonym arkansan arkansawi arkansawian largestc capit largestmetro littl rock metropolitan area governor mike beeb d lieuten governor mark darr r legislatur gener asse
7304691	Apus	352	2105	apu apu apu apu apu faint constel southern sky first defin late 16th centuri name mean feet greek repr bird paradi onc believ lack feet border triangulum austral circinu musca chamaeleon octan pavo ara genit apodi histori apu wa one twelv constel creat petru planciu observ pieter dirkszoon keyser frederick de houtman first appear 35 nbsp cm diamet celesti globe publish 1597 1598 amsterdam planciu jodocu hondiu planciu call constel paradysvogel api indica first word dutch bird paradi latin indian
7304691	Abadan, Iran	859	5286	abadan iran abadan iran abadan iran abadan iran abadan arab also roman b d n citi capit abadan counti khuzestan provinc iran lie abadan island long 3 19 nbsp km 2 12 nbsp mile wide island bound west arvand waterway east bahmanshir outlet karun river persian gulf near iraqi iran border civilian popul citi drop close zero dure eight year iran iraq war 1980 88 1986 censu record onli 6 peopl 1992 84 774 return live citi 2001 popul jump 206 073 wa 217 988 48 061 famili accord 2006 censu abadan refine
14488899	Alexander Fleming	1914	12528	alexand fleme alexand fleme alexand fleme alexand fleme sir alexand fleme frse fr frc eng 6 august 1881 11 march 1955 wa scottish biologist pharmacologist botanist wrote mani articl bacteriolog immunolog chemotherapi hi best known discoveri enzym lysozym 1923 antibiot substanc penicillin mould penicillium notatum 1928 share nobel prize physiolog medicin 1945 howard florey ernst bori chain 1999 time magazin name fleme one 100 import peopl 20th centuri state biographi earli life fleme wa born 6 au
16132726	Andrew Carnegie	6359	40421	andrew carnegi andrew carnegi andrew carnegi andrew carnegi carnegi appear nation portrait galleri washington d c andrew carnegi commonli mackay littl boss life andrew carnegi p 29 novemb 25 1835 nbsp august 11 1919 wa scottish american industrialist led enorm expan american steel industri late 19th centuri wa also one highest profil philanthropist hi era hi 1889 articl wealth known commonli particularli colloqui parlanc gospel wealth remain form advisori text aspir lead philanthrop live carnegi
7304691	Approximant consonant	815	5561	approxim conson approxim conson approxim conson approxim conson approxim speech sound involv articul approach narrowli enough enough articulatori preci cite creat turbul airflow therefor approxim fall fric produc turbul airstream vowel produc turbul thi class sound includ later approxim like less non later approxim like rest semivowel like ye west respect befor peter ladefog coin term approxim 1960 point term frictionless continu refer non later approxim semivowel approxim resembl vowel acoust a
7304691	Astronomer Royal	236	1470	astronom royal astronom royal astronom royal astronom royal astronom royal senior post royal household unit kingdom two offic senior astronom royal date 22 june 1675 second astronom royal scotland date 1834 king charl ii found royal observatori greenwich 1675 instruct first astronom royal john flamst f baili account rev john flamst reprint vol 28 p 293 museum foreign literatur scienc art r walsh et al publ e litel 1836 time 1972 astronom royal wa director royal observatori greenwich astronom roy
547426374	Aeon	572	3412	aeon aeon aeon aeon word aeon also spell eon origin mean life though tend mean age forev etern latin translit koin greek word ho aion archaic aiwon homer typic refer life lifespan latest mean less similar sanskrit word kalpa hebrew word olam cognat latin word aevum aeuum cf age present word longev mediaev math word page 16 although term aeon may use refer period billion year especi geolog cosmolog astronomi common usag ani long indefinit period aeon also refer four aeon geolog time scale make ea
547944020	Airline	5899	36919	airlin airlin airlin airlin boe 737 700 2008 sa europ punctual airlin third year row fedex express dougla md 11 fedex express world largest airlin term freight ton flown boe 737 800 shortli take ryanair world largest airlin term number intern passeng carri airlin compani provid air transport servic travel passeng freight airlin lea aircraft suppli servic may form partnership allianc airlin mutual benefit gener airlin compani recogn air oper certif licen issu govern aviat bodi airlin vari singl a
548464358	Australian Democrats	4130	26233	australian democrat australian democrat australian democrat australian democrat australian democrat australian polit parti espou social liber ideolog wa form 1977 merger australia parti new liber movement secur former liber minist chipp high profil leader parti 30 year repr parliament australia end 30 june 2008 loss four remain senat seat two senat retir polit two defeat 2007 elect parti poll onli 1 29 nation senat vote parti base principl honesti toler compass direct democraci postal ballot mem
544864896	Australian Capital Territory	1807	11663	australian capit territori australian capit territori australian capit territori australian capit territori australian capit territori abbrevi act formerli territori seat govern later feder capit territori territori south east australia enclav within new south wale smallest self govern intern territori australia onli definit popul citi canberra capit citi australia need nation territori wa flag coloni deleg dure feder convent late 19th centuri section 125 australian constitut provid follow feder
4752225	Unit of alcohol	623	3492	unit alcohol unit alcohol unit alcohol unit alcohol larg glass red wine ha three unit alcohol regular 175 nbsp ml glass one shown ha two unit unit alcohol measur volum pure alcohol alcohol beverag use countri guidelin alcohol consumpt one unit alcohol defin 10 millilitr unit kingdom 10 gram 12 7 nbsp ml australia countri call standard drink contain one unit alcohol accord countri definit definit standard drink vari significantli countri unit kingdom number unit contain typic serv alcohol beverag
548189704	Ally McBeal	1924	11345	alli mcbeal alli mcbeal alli mcbeal alli mcbeal alli mcbeal american legal comedi drama televi seri origin air fox septemb 8 1997 may 20 2002 creat david e kelley seri star calista flockhart titl role young lawyer work fiction boston law firm cage fish young lawyer whose live love eccentr humor dramat seri place 48 entertain weekli new tv classic list overview seri set fiction boston law firm cage fish begin main charact alli join firm co law school classmat richard fish leav previou job due sex
7304691	Andreas Capellanus	417	2630	andrea capellanu andrea capellanu andrea capellanu andrea capellanu andrea capellanu capellanu mean chaplain wa 12th centuri author treati commonli known de amor love often known english somewhat misleadingli art courtli love though realist somewhat cynic tone suggest measur antidot courtli love littl known andrea capellanu life presum courtier mari troy probabl french origin sometim known french translat hi name andr le chapelain hi work de amor wa written request mari de champagn daughter king
9861893	American Civil Liberties Union	11689	71706	american civil liberti union american civil liberti union american civil liberti union american civil liberti union american civil liberti union aclu nonpartisan non profit organ whose state mission defend preserv individu right liberti guarant everi person thi countri constitut law unit state aclu faq work litig lobbi commun educ found 1920 crystal eastman roger baldwin walter nell aclu ha 500 000 member ha annual budget 100 million local affili aclu activ 50 state puerto rico aclu provid legal
548208400	Adobe Systems	1830	11301	adob system adob system adob system adob system adob system incorpor american multin comput softwar compani headquart san jose california unit state compani ha histor focu upon creation multimedia creativ softwar product recent foray toward rich internet applic softwar develop adob wa found decemb 1982 john warnock charl geschk establish compani leav xerox parc order develop sell postscript page descript languag 1985 appl comput licen postscript use laserwrit printer help spark desktop publish r
18611640	Alexander technique	1818	12051	alexand techniqu alexand techniqu alexand techniqu alexand techniqu alexand techniqu teach peopl stop use unnecessari level muscular mental tension dure everyday activ educ process rather relax techniqu form exerci alexand techniqu ha shown help back pain parkinson insuffici evid determin ha ani effect asthma practict say problem often cau peopl repeatedli mi use bodi long period time exampl stand sit weight unevenli distribut hold head incorrectli walk run ineffici purpo alexand techniqu help p
7304691	Andrea Alciato	266	1750	andrea alciato andrea alciato andrea alciato andrea alciato portrait andrea alciato reproduc 1584 edit hi emblem book andrea alciato 8 may 1492 12 januari 1550 commonli known alciati andrea alciatu wa italian jurist writer d bianchi 1913 l opera letteraria e storica di andrea alciato archivio storico lombardo 4th seri 20 47 57 regard founder french school legal humanist biographi alciati wa born alzat brianza near milan settl franc earli 16th centuri display great literari skill hi exposit law w
7611264	Apparent magnitude	1939	10745	appar magnitud appar magnitud appar magnitud appar magnitud asteroid 65 cybel two star magnitud label appar magnitud m celesti bodi measur bright seen observ earth adjust valu would absenc atmosph brighter object appear lower valu magnitud gener visibl spectrum vmag use basi appar magnitud region spectrum near infrar j band also use visibl spectrum siriu brightest star night sky near infrar j band betelgeu brightest histori detail discuss histori magnitud system see magnitud class wikit style fl
145636	Absolute magnitude	883	5616	absolut magnitud absolut magnitud absolut magnitud absolut magnitud absolut magnitud also known absolut visual magnitud measur standard v photometr band measur celesti object intrin bright appar magnitud object would standard lumino distanc 10 nbsp parsec 32 6 light year away observ absenc astronom extinct allow true bright object compar without regard distanc bolometr magnitud lumino express magnitud unit take account energi radiat wavelength whether observ absolut magnitud use convent visual m
3726840	Apollo 1	5084	31383	apollo 1 apollo 1 apollo 1 apollo 1 apollo 1 initi design apollo saturn 204 204 wa schedul first man mission u apollo man lunar land program target launch date februari 21 1967 cabin fire dure launch pad test januari 27 launch pad 34 cape canav kill three crew member command pilot virgil gu grissom senior pilot edward h white pilot roger b chaff destroy command modul name apollo 1 chosen crew wa offici retir nasa commemor april 24 1967 immedi fire nasa conven apollo 204 accid review board determ
11561890	Apollo 10	1414	8205	apollo 10 apollo 10 apollo 10 apollo 10 apollo 10 wa fourth man mission unit state apollo space program wa f type mission purpo wa dri run apollo 11 mission test procedur compon moon land without actual land moon mission includ second crew orbit moon test lunar modul lm lunar orbit lm came within lunar surfac dure practic maneuv accord 2002 guin world record apollo 10 set record highest speed attain man vehicl 39 897 nbsp km h 11 08 nbsp km 24 791 nbsp mph dure return moon may 26 1969 due use na
1912927	Apollo 12	2338	14010	apollo 12 apollo 12 apollo 12 apollo 12 apollo 12 wa sixth man flight unit state apollo program second land moon h type mission wa launch novemb 14 1969 kennedi space center florida four month apollo 11 mission command charl pete conrad lunar modul pilot alan l bean perform one day seven hour lunar surfac activ command modul pilot richard f gordon remain lunar orbit land site mission wa locat southeastern portion ocean storm unlik first land apollo 11 conrad bean achiev preci land expect locat s
7972131	Apollo 14	1718	9995	apollo 14 apollo 14 apollo 14 apollo 14 apollo 14 wa eighth man mission unit state apollo program third land moon wa last h mission target land two day stay moon two lunar eva moonwalk command alan shepard command modul pilot stuart roosa lunar modul pilot edgar mitchel launch nine day mission januari 31 1971 4 04 02 pm local time 40 minut 2 second delay due launch site weather restrict first delay apollo program http histori nasa gov afj launchwindow lw1 html shepard mitchel made lunar land feb
11561890	Apollo 15	3229	18823	apollo 15 apollo 15 apollo 15 apollo 15 apollo 15 wa ninth man mission unit state apollo space program fourth land moon eighth success man mission wa first term j mission long stay moon greater focu scienc possibl previou mission wa also first mission lunar rove vehicl wa use mission began juli 26 1971 end august 7 time nasa call success man flight ever achiev apollo 15 1971 year review upi com command david scott lunar modul pilot jame irwin spent three day moon includ 18 hour outsid spacecraft
17589125	Apollo 16	3965	24437	apollo 16 apollo 16 apollo 16 apollo 16 apollo 16 wa tenth man mission unit state apollo space program fifth penultim land moon first land lunar highland second call j mission wa crew command john young lunar modul pilot charl duke command modul pilot ken mattingli launch kennedi space center florida 12 54 pm est april 16 1972 mission last 11 day 1 hour 51 minut conclud 2 45 pm est april 27 john young charl duke spent 71 hour mdash three day mdash lunar surfac dure conduct three extra vehicular 
11561890	Apollo 17	2750	16930	apollo 17 apollo 17 apollo 17 apollo 17 apollo 17 wa final mission unit state apollo lunar land program wa sixth land human moon launch 12 33 m eastern standard time est decemb 7 1972 three member crew consist command eugen cernan command modul pilot ronald evan lunar modul pilot harrison schmitt apollo 17 remain recent man moon land recent crew flight beyond low earth orbit apollo 17 extra apollo spacecraft use skylab apollo soyuz test project program apollo 17 wa sixth apollo lunar land first 
16283967	American Revolution	10010	65200	american revolut american revolut american revolut american revolut thi articl inhabit thirteen coloni british america support american revolut primarili refer american occa refer patriot whig rebel revolutionari colonist support british oppo revolut usual refer loyalist tori geograph area thirteen coloni often refer simpli america declar independ show five man committ charg draft unit state declar independ 1776 present work second contin congress philadelphia american revolut wa polit upheav du
7328338	Alan Ayckbourn	3911	22875	alan ayckbourn alan ayckbourn alan ayckbourn alan ayckbourn sir alan ayckbourn cbe born 12 april 1939 prolif english playwright ha written produc seventi full length play scarborough london wa 1972 2009 artist director stephen joseph theatr scarborough four hi play receiv first perform 40 subsequ produc west end royal nation theatr royal shakespear compani sinc hi first hit rel speak open duke york theatr 1967 major success includ absurd person singular 1975 norman conquest trilog 1973 bedroom f
2274507	Alpha Centauri	4335	25778	alpha centauri alpha centauri alpha centauri alpha centauri alpha centauri centauri cen also known rigel kent see name brightest star southern constel centauru current insid g cloud http interstellar jpl nasa gov interstellar probe introduct neighborhood html local galact neighborhood nasa http www centauri dream org p 14203 interstellar void centauri dream although appear unaid eye singl object alpha centauri actual binari star system design alpha centauri ab cen ab whose combin visual magnitud
548619342	Amiga	4931	30436	amiga amiga amiga amiga former amiga logo use commodor amiga inc amiga 1000 1985 wa first model relea amiga famili person comput sold commodor 1980 1990 first model wa launch 1985 high end home comput becam popular graphic audio multi task abil amiga provid signif upgrad 8 bit comput commodor 64 platform quickli grew popular among comput enthusiast best sell model amiga 500 wa introduc 1987 becam lead home comput late 1980 earli 1990 much western europ north america success wa modest amiga went 
7304691	Actinophryid	228	1591	actinophryid actinophryid actinophryid actinophryid actinophryid small familiar group heliozoan protist common heliozoa fresh water especi frequent lake river found marin soil habitat well actinophryid unicellular roughli spheric shape without ani shell test mani pseudopodia support axopod radiat outward cell bodi adher pass prey allow roll float outer portion cell ectoplasm distinct fill mani tini vacuol assist flotat thi veri similar process osmosi movement water insid cell outsid becau water 
25623	Abel Tasman	1685	10258	abel tasman abel tasman abel tasman abel tasman abel janszoon tasman 1603 1659 wa dutch seafar explor merchant best known hi voyag 1642 1644 servic voc vereenigd oost indisch compagni unit east india compani wa first known european explor reach island van diemen land tasmania new zealand sight fiji island hi navig fran oi visscher hi merchant isaack gilseman map substanti portion australia new zealand pacif island first pacif voyag abel tasman wa born 1603 lutjegast provinc groningen netherland 
3090506	Algebraic geometry	3852	24339	algebra geometri algebra geometri algebra geometri algebra geometri thi togliatti surfac surfac degr five pictur repr portion real locu algebra geometri branch mathemat classic studi zero polynomi equat modern algebra geometri base abstract techniqu abstract algebra especi commut algebra languag problem geometri fundament object studi algebra geometri algebra varieti geometr manifest solut system polynomi equat exampl studi class algebra varieti plane algebra curv includ line circl parabola elli
8638440	Austin, Texas	7706	47373	austin texa austin texa austin texa austin texa austin capit u state texa seat travi counti locat central texa eastern edg american southwest austin 13th popul citi unit state america fourth popul citi state texa wa third fastest grow larg citi nation 2000 2006 austin also third largest state capit unit state phoenix indianapoli http geographi com od list largest capit citi htm austin ha popul 820 611 2011 estim citi cultur econom center metropolitan area estim popul 1 783 519 2011 u censu make 
547976809	Argument from morality	1142	7274	argument moral argument moral argument moral argument moral argument moral argument exist god argument moral tend base moral norm moral order argument moral norm observ aspect moral argu god best onli explan thi conclud god must exist argument moral order base assert need moral order exist univ claim thi moral order exist god must exist support german philosoph immanuel kant devi argument moral base practic reason kant argu goal human achiev perfect happi virtu summum bonum believ afterlif must 
15152561	Auschwitz concentration camp	8127	50432	auschwitz concentr camp auschwitz concentr camp auschwitz concentr camp auschwitz concentr camp auschwitz concentr camp wa network concentr extermin camp built oper third reich polish area annex nazi germani dure world war ii wa largest nazi concentr camp consist auschwitz stammlag base camp auschwitz ii birkenau vernichtungslag extermin camp auschwitz iii monowitz also known buna monowitz labor camp 45 satellit camp auschwitz long time german name o wi cim town around camp locat name auschwitz 
10434788	Archery	4037	25000	archeri archeri archeri archeri archeri competit west germani earli 1980 rikbaktsa archer compet brazil indigen game tibetan archer 1938 master heon kim demonstr gungdo tradit korean archeri kuk kung 2009 archeri art practic skill propel arrow use bow latin arcu histor archeri ha use hunt combat modern time main use recreat activ person particip archeri typic known archer bowman one fond expert archeri refer toxophilit noun toxophilit mean lover devot archeri archer deriv toxophilu roger ascham 
380571	Alvar Aalto	2426	15392	alvar aalto alvar aalto alvar aalto alvar aalto hugo alvar henrik aalto 3 februari 1898 11 may 1976 wa finnish architect design hi work includ architectur furnitur textil glasswar aalto earli career run parallel rapid econom growth industri finland dure first half twentieth centuri mani hi client industrialist among ahlstr m gullichsen famili architectur sk span hi career 1920 1970 reflect style hi work rang nordic classic earli work ration intern style modern dure 1930 organ modernist style 194
8786164	Comparison of American and British English	11274	69372	comparison american british english comparison american british english comparison american british english comparison american british english thi one seri articl differ british english american english purpo articl defin follow british english bre form english use unit kingdom includ english dialect use within unit kingdom american english ame form english use unit state includ english dialect use within unit state written form british american english found newspap textbook vari littl essenti
7304691	Antarctic Circumpolar Current	1190	7943	antarct circumpolar current antarct circumpolar current antarct circumpolar current antarct circumpolar current antarct circumpolar current acc strongest current system world ocean link atlant indian pacif basin antarct circumpolar current acc ocean current flow clockwi west east around antarctica altern name acc west wind drift acc domin circul featur southern ocean approxim 125 sverdrup largest ocean current surfac current southern ocean current circumpolar due lack ani landmass connect antarc
547423433	Arbor Day	1496	9270	arbor day arbor day arbor day arbor day arbor day latin arbor mean tree holiday individu group encourag plant care tree origin nebraska citi nebraska unit state j sterl morton first arbor day wa held april 10 1872 estim one million tree plant day mani countri observ similar holiday though usual observ spring date vari depend climat suitabl plant season origin birdsey northrop connecticut wa respon global visit japan 1883 deliv hi arbor day villag improv messag year american forestri associ made 
7328338	A. J. Ayer	1602	10055	j ayer j ayer j ayer j ayer alfr jule freddi ayer 29 octob 1910 ndash 27 june 1989 wa british philosoph known hi promot logic positiv particularli hi book languag truth logic 1936 problem knowledg 1956 ayer wa special oper execut mi6 agent dure second world war wa grote professor philosophi mind logic univ colleg london 1946 1959 becam wykeham professor logic univ oxford wa presid aristotelian societi 1951 1952 wa knight 1970 among british philosoph 20th centuri ha rank stanford second onli bert
217736	André Weil	1116	7038	andr weil andr weil andr weil andr weil andr weil 6 may 1906 6 august 1998 wa influenti french mathematician 20th centuri renown breadth qualiti hi research output influenc futur work eleg hi exposit horgan j 1994 profil andr weil ndash last univ mathematician scientif american 270 6 33 34 especi known hi foundat work number theori algebra geometri wa found member de facto earli leader influenti bourbaki group philosoph simon weil wa hi sister life wa born pari alsatian agnost jewish parent fled
541976218	Achaeans (Homer)	895	5603	achaean homer achaean homer achaean homer achaean homer achaean akhaio constitut one collect name greek homer iliad use 598 time odyssey name danaan danaoi use 138 time iliad argiv use 182 time iliad hellen hellen wa use onli onc homer iliad book 2 653 histor period achaean inhabit region achaea region north central part peloponn citi state thi region later form conf known achaean leagu wa influenti dure 3rd 2nd centuri bc homer versu later use homer long hair achaean would part mycenaean civil 
10996774	Atle Selberg	445	2916	atl selberg atl selberg atl selberg atl selberg atl selberg 14 june 1917 ndash 6 august 2007 wa norwegian mathematician known hi work analyt number theori theori automorph form particular bring relat spectral theori wa award field medal 1950 earli year selberg wa born langesund norway wa still school wa influenc work srinivasa ramanujan found exact analyt formula partit function suggest work ramanujan howev thi result wa first publish han rademach dure war fought german inva norway wa imprison s
1594127	Aeschylus	3314	21040	aeschylu aeschylu aeschylu aeschylu aeschylu aiskhulo c 525 524 bc c 456 455 bc wa first three ancient greek tragedian whose play still read perform sophocl euripid often describ father tragedi knowledg genr begin hi work r lattimor aeschylu oresteia 4 understand earlier tragedi larg base infer hi surviv play martin cropp lost tragedi survey companion greek tragedi page 273 accord aristotl expand number charact play allow conflict amongst wherea previou charact interact onli choru remnant commem
146242	Amber Road	415	2670	amber road amber road amber road amber road amber road 250px amber road hypothet ancient trade rout transfer amber baltic sea mediterranean sea import raw materi amber wa transport north sea baltic sea coast overland way vistula dnieper river itali greec black sea egypt thousand year ago long roman time main rout ran south baltic coast land boii modern czech republ slovakia head adriat sea modern gulf venic egyptian pharaoh tutankhamun baltic amber among hi burial good amber wa sent north sea te
2254330	Crandall University	480	2997	crandal univ crandal univ crandal univ crandal univ crandal univ small liber art univ locat moncton new brunswick canada crandal oper convent atlant baptist church chariti crandal univ 106736150rr0001 wa regist charit organ canada 1967 01 01 primari area chariti carri program achiev charit purpo rank accord percentag time resourc devot program area follow univ colleg 100 chariti carri charit program charit purpo defin govern document thi fiscal period provid bachelor degr art busi administr scie
539176	Andrew Wiles	792	5006	andrew wile andrew wile andrew wile andrew wile sir andrew john wile kbe fr born 11 april 1953 wile sir andrew john c black januari 2007 british mathematician royal societi research professor oxford univ special number theori famou prove fermat last theorem earli life educ wile son mauric frank wile 1923 2005 regiu professor divin univ oxford wile rev prof mauric frank wa c black januari 2007 patricia wile n e mowll hi father work chaplain ridley hall cambridg year 1952 55 wile wa born cambridg 
171185	Anne Brontë	3235	19760	ann bront ann bront ann bront ann bront ann bront american heritag collin dictionari columbia encyclopedia 17 januari 1820 28 may 1849 wa british novelist poet youngest member bront literari famili daughter poor irish clergyman church england ann bront live life famili parish haworth yorkshir moor coupl year went board school age 19 left haworth work gover 1839 1845 leav teach posit fulfil literari ambit wrote volum poetri sister poem currer elli acton bell 1846 two novel agn grey base upon expe
